cz,czname,pop2000,stateabbrv,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
11302,Baltimore,2512431,MD,2003,78.979866,80.046532,82.166229,82.758064,86.591339,86.935005,87.670143,87.829796,74.05706,75.34462,76.227921,76.938919,81.387596,81.876976,81.646622,81.991577,1.0571849,1.0426515,1.2409542,1.2048494,1.1802576,1.1397084,1.3599389,1.3230458,.80333906,.81032932,.99019843,.98734331,1.2110087,1.1850311,1.379249,1.354381,78332,94791,100328,130662,70293,79891,93865,127321
11302,Baltimore,2512431,MD,2004,80.671959,81.672874,82.656952,83.237877,85.696053,86.07003,87.367317,87.527672,73.997307,75.254608,77.383408,78.088966,83.83007,84.251778,85.399796,85.652275,1.082242,1.0687858,1.3052882,1.267168,1.2386043,1.1962839,1.2780212,1.2446766,.79044813,.79744792,1.0069131,.99885517,1.0373336,1.0048105,1.2804285,1.2433585,77488,95219,102071,136339,70927,79257,94730,132600
11302,Baltimore,2512431,MD,2005,80.754044,81.769241,83.433342,83.981369,85.368866,85.748955,87.853928,87.994492,75.125496,76.358749,79.196213,79.873291,82.242638,82.706642,83.557632,83.851585,1.0852593,1.0708679,1.1628282,1.1351801,1.337996,1.2946156,1.321649,1.2872263,.80489647,.81293148,1.0327873,1.0147429,1.1232115,1.0938264,1.2159473,1.1842359,77703,96331,102368,139078,70763,80144,94828,135308
11302,Baltimore,2512431,MD,2006,80.269966,81.321495,85.517067,85.994461,87.15033,87.466171,89.757782,89.848976,74.064919,75.310364,78.775383,79.438225,79.608841,80.121628,85.807533,86.034134,.99825716,.98113638,1.062412,1.0310179,1.0460262,1.0111029,.84311175,.82364702,.81496859,.82423306,1.0865407,1.0696003,1.2156913,1.1975636,1.1218168,1.0894407,77876,97387,102319,141546,71387,80735,94385,137069
11302,Baltimore,2512431,MD,2007,81.873207,82.864044,83.47599,84.023964,84.043053,84.465919,88.787735,88.90258,75.340256,76.536369,76.986809,77.669777,80.407166,80.907852,86.21032,86.431259,.9844014,.97288418,1.263268,1.2292831,1.5430936,1.4939795,1.0855312,1.0605621,.82697463,.82744682,1.0716718,1.0665168,1.2793894,1.2564185,1.1683393,1.1325381,78397,97383,102686,141750,72224,80698,94336,136833
11302,Baltimore,2512431,MD,2008,80.731606,81.728951,83.811661,84.34153,85.755402,86.126923,88.778084,88.887505,73.316559,74.450279,80.978416,81.617912,82.722435,83.167412,84.254883,84.531754,1.1090417,1.0945349,1.2519089,1.2157309,1.161224,1.1247368,1.0206398,.99753529,.7611779,.77538824,1.006614,.98526132,1.2181391,1.1822535,1.3260264,1.2906476,78100,98340,103856,142720,72514,80745,94881,137296
11302,Baltimore,2512431,MD,2009,79.373009,80.417877,82.676453,83.254715,87.460419,87.764969,89.098801,89.19902,74.5793,75.77359,79.232658,79.913651,81.492035,81.97905,86.784767,86.987411,1.1016946,1.0851784,1.2412653,1.2113247,1.0414171,1.0042982,1.0216807,1.0012554,.80378348,.81831598,.99046034,.97200543,1.1478238,1.121195,.93776965,.90656489,77566,99316,104982,145699,72652,80941,95514,139329
11302,Baltimore,2512431,MD,2010,79.499092,80.556206,85.35096,85.857796,85.390739,85.77758,87.9935,88.121773,75.378555,76.547554,79.505684,80.188232,82.862679,83.325592,84.399025,84.690872,1.1275278,1.1088582,1.0123436,.98562533,1.3033086,1.2566066,1.3089701,1.276437,.81612319,.82306093,1.0542792,1.0354643,1.1431891,1.106752,1.2819188,1.2456833,77417,98557,104543,146850,72548,80277,93967,139772
11302,Baltimore,2512431,MD,2011,81.644821,82.647903,83.825539,84.398491,87.541199,87.855881,90.00943,90.091965,75.683693,76.866249,78.87674,79.604004,82.326569,82.818489,85.834106,86.087395,1.0957896,1.0720762,1.229401,1.1968173,.99836999,.96433371,.859119,.84033453,.90807998,.90834749,1.0493097,1.0293659,1.294392,1.2572792,1.0255487,.99250776,74668,96414,103767,149567,69857,78475,92394,141805
11302,Baltimore,2512431,MD,2012,78.257248,79.362122,82.043037,82.697594,86.328697,86.69738,88.95668,89.065071,73.788322,74.967995,78.79464,79.541756,83.479179,83.957306,87.179779,87.402763,1.1640723,1.165194,1.3159814,1.2894818,1.2375555,1.1915456,1.1569695,1.1310339,.79723155,.82516873,1.1241753,1.1104767,1.2000653,1.1581875,1.0041097,.96434307,75153,95337,103590,148897,70540,77567,91720,141366
11302,Baltimore,2512431,MD,2013,82.692009,83.725822,84.424751,84.997322,83.428802,83.911163,87.85952,87.996208,74.415215,75.628883,79.053894,79.806015,81.241753,81.794106,86.122612,86.387589,.9792726,.9447251,1.2261494,1.1861761,1.5050716,1.4585855,1.3186347,1.2851242,.85897744,.88537538,1.1403447,1.1229583,1.3584586,1.3313626,1.1240379,1.081947,74938,95265,103515,146156,71114,78440,91832,138232
11302,Baltimore,2512431,MD,2014,82.278656,83.316879,84.698608,85.270828,85.826424,86.224136,89.409378,89.506912,75.680099,76.935417,78.546356,79.31205,82.972969,83.482742,88.077042,88.262115,1.0546019,1.0260679,1.2772712,1.2305074,1.3289715,1.2819649,.95661807,.93584037,.8905282,.89675283,1.1763772,1.1630117,1.1336565,1.0915649,.86995667,.83381641,74149,92262,100245,140677,70420,76315,88670,132833
11304,Washington DC,4632415,DC,2001,81.601295,82.091583,82.804932,82.963478,85.841873,85.887672,87.694939,87.626099,74.445343,75.248077,77.019257,77.450142,81.278564,81.554512,84.703979,84.839165,1.0622587,1.0559813,1.1326966,1.1236602,1.002889,1.00121,.75155222,.758084,.75128412,.7602576,.9341346,.9284358,1.0225182,1.0033728,.75241786,.73856425,112553,147746,168883,308534,114210,124868,148538,302397
11304,Washington DC,4632415,DC,2002,83.087234,83.569321,82.13562,82.294952,85.406586,85.449814,85.289536,85.218018,77.489876,78.260452,77.137329,77.563309,82.199188,82.449318,84.391533,84.533081,.88577414,.8856144,1.1314895,1.1208893,.97785914,.9812699,.95239079,.94495702,.78517371,.77517045,.86053902,.85390669,.9999696,.98237586,.8479954,.83137864,117613,152188,173199,318254,116934,129145,152422,312234
11304,Washington DC,4632415,DC,2003,82.310699,82.771912,83.152946,83.287743,83.736679,83.776703,86.749596,86.660454,77.568626,78.316803,78.760002,79.14827,83.002449,83.231209,85.389351,85.510811,.95580506,.95040101,1.0554168,1.0487767,1.1209391,1.1062894,.84637958,.85008991,.77535975,.77043504,.92913175,.92233038,.95906603,.94313258,.77071542,.75318485,120003,155656,180091,329751,120151,133542,157939,322929
11304,Washington DC,4632415,DC,2004,80.767715,81.243782,85.391418,85.489815,85.515083,85.524612,89.260841,89.176941,75.785866,76.534767,78.633652,79.029808,80.473755,80.756966,85.265312,85.395523,1.0286851,1.0174634,.96740872,.96937174,1.0499119,1.0451199,.65176022,.66290659,.73906261,.74114299,.94977462,.9391582,.98552448,.96786058,.72696465,.71338767,122016,156738,183289,337954,121593,136416,159831,329426
11304,Washington DC,4632415,DC,2005,82.708839,83.159866,84.247437,84.350525,85.009048,85.019028,88.258514,88.157059,75.295517,76.038223,77.689758,78.095001,81.840034,82.092567,85.257881,85.386978,.91315585,.90265638,1.0976188,1.090017,1.0412769,1.0383619,.73650086,.74206656,.761473,.7685867,.87681693,.87107348,.96407759,.946854,.74589169,.73061216,124304,157364,187131,345370,122748,137805,163148,336775
11304,Washington DC,4632415,DC,2006,80.70414,81.180138,84.911835,85.009605,83.863342,83.884026,87.734184,87.620056,77.180336,77.899452,80.144447,80.50676,80.296227,80.574905,86.320549,86.424988,.99892431,.98859,.98429596,.98479646,1.0295802,1.0228924,.77950662,.78615034,.78139275,.78825361,.9644261,.95347607,.99758244,.98395318,.65985328,.64850599,124841,158898,189077,353458,123088,140163,164637,344322
11304,Washington DC,4632415,DC,2007,82.858963,83.305389,81.354828,81.512001,86.255287,86.248039,89.163879,89.064743,76.607574,77.327385,80.331779,80.696243,82.434685,82.675041,85.596916,85.725594,.93774855,.93911958,1.1733875,1.1624631,.98814225,.98775125,.58421403,.59828109,.79039371,.79382831,.91263598,.89876932,.99837166,.97929078,.73271024,.71894741,126092,160059,190429,354960,124713,141032,165652,345527
11304,Washington DC,4632415,DC,2008,82.351929,82.800346,84.041039,84.14698,87.248535,87.22654,89.030151,88.916046,76.167648,76.91111,79.259125,79.657097,82.214195,82.470184,86.498711,86.614174,.91954625,.92160559,1.0514412,1.0413841,.86845821,.87148428,.65541476,.67413968,.75767243,.76461011,.9131276,.90668875,.9334442,.91562366,.69510502,.67895401,127299,162136,193632,358256,126835,142946,167614,348166
11304,Washington DC,4632415,DC,2009,81.420654,81.871887,84.322891,84.436935,85.868942,85.856972,89.569237,89.461548,76.217102,76.970093,80.575562,80.969933,80.439339,80.751991,87.402145,87.50248,1.0254126,1.0091114,1.0376097,1.0287184,.9475193,.94809288,.56372583,.58148396,.71655619,.71423662,.87631065,.86411774,.9498471,.93710053,.58317739,.56859839,127938,164261,198628,367742,128782,144695,171800,355680
11304,Washington DC,4632415,DC,2010,82.218666,82.678864,84.219948,84.326859,86.426819,86.404709,87.383728,87.242386,77.654335,78.388191,80.771912,81.172523,81.911964,82.203773,86.190926,86.330368,.92840177,.91618681,1.1114688,1.1081947,.90734398,.9098298,.76108873,.7714023,.79493582,.79473627,.91785055,.90678591,.97875124,.95835465,.68559068,.66908902,130876,163988,200045,375218,131003,146098,171504,361509
11304,Washington DC,4632415,DC,2011,83.212349,83.634293,84.610191,84.714989,86.835503,86.807663,89.337257,89.21389,77.602608,78.3414,79.685677,80.12133,81.014824,81.335999,86.879532,87.011101,.92959011,.92132169,.99494594,.98861039,.90209711,.90602314,.57229394,.58333588,.80757439,.81271869,.92713016,.91888416,1.0186272,1.0027958,.67823809,.66102743,129431,159279,200723,388001,128659,143428,170944,372249
11304,Washington DC,4632415,DC,2012,82.198799,82.634232,85.079262,85.167076,86.340134,86.299614,90.190186,90.075493,77.835693,78.577095,81.374931,81.770409,81.500038,81.815979,87.245972,87.362305,.97329772,.96498913,.97543752,.96962488,1.0099635,1.0086536,.48717493,.50689131,.77696127,.76921296,.90412682,.88349599,1.0694898,1.0525424,.60826206,.59109414,132422,160391,200791,390115,130683,145191,170752,374769
11304,Washington DC,4632415,DC,2013,83.013481,83.420113,83.720467,83.824333,87.760635,87.712242,89.871162,89.738342,78.63942,79.35894,79.986015,80.41584,81.502975,81.813148,85.804817,85.970764,.94312871,.93715841,1.0449041,1.0404745,.83430165,.84808946,.55102742,.5709241,.84438092,.83526647,.93885845,.92122817,.98044103,.96185392,.7697655,.75222504,133545,162704,204136,386358,132659,148574,174260,371377
11304,Washington DC,4632415,DC,2014,84.889503,85.238525,85.226692,85.30706,86.738342,86.68853,90.176231,90.046257,77.816963,78.555641,80.102287,80.537598,83.626984,83.885544,87.066544,87.195381,.88680613,.87648726,1.0489739,1.0508449,.88290775,.89501697,.53410155,.55242765,.82581985,.81953669,.95895725,.94001096,.93633217,.91247308,.67162693,.6559757,133049,158026,203906,365190,130309,147066,174137,354622
11600,Detroit,5327827,MI,2001,77.740944,78.638359,82.991455,83.516945,83.931595,84.465965,85.889641,86.199013,72.862991,73.895599,76.872383,77.513908,79.96476,80.565582,82.860687,83.250595,.78805178,.77642775,.98644668,.95423275,.97662866,.93620098,.95153362,.91705793,.59145105,.60041195,.79902214,.79120207,.82870513,.81116813,.86012101,.83807969,149432,166063,194086,275197,124960,139040,203656,279557
11600,Detroit,5327827,MI,2002,79.275848,80.173889,81.449974,82.034561,83.617752,84.167343,85.472237,85.792099,71.930351,72.980103,77.762276,78.405563,81.680321,82.236069,82.87339,83.269096,.76740831,.75937569,.97126496,.94379711,1.0253198,.9814626,.98316169,.94797695,.54077059,.55181539,.78286159,.77007359,.82958448,.80023861,.88849145,.86250091,154116,172258,198253,272889,129723,145445,206305,277748
11600,Detroit,5327827,MI,2003,78.78141,79.697899,83.47435,83.996758,84.727966,85.234985,86.110687,86.408066,71.378777,72.375038,77.508537,78.168663,81.612984,82.183868,84.849777,85.192642,.76190221,.75302333,.94698632,.91470295,.98877442,.94379246,1.0330286,.99790293,.5080601,.52220267,.72761291,.71557313,.87082481,.84253502,.84134924,.8107084,157790,179798,207340,262193,134831,154115,213208,263600
11600,Detroit,5327827,MI,2004,79.911713,80.780685,84.588287,85.076317,84.994141,85.497314,84.795418,85.14859,72.443954,73.438416,79.039085,79.677643,82.455818,83.00795,84.699539,85.062859,.79152459,.77887738,.87461269,.84418428,.93243897,.889902,1.1408578,1.0990131,.51622117,.52732092,.73656267,.72165191,.7861594,.75604916,.85284674,.8213501,160982,184451,211148,260446,138875,156585,216177,261185
11600,Detroit,5327827,MI,2005,79.846603,80.754051,83.742287,84.27507,84.960648,85.470627,84.302834,84.673355,72.197968,73.198586,77.67469,78.340172,82.6745,83.226067,83.917419,84.32164,.73230368,.72688413,.86981851,.83890277,.85557228,.8153398,1.1264789,1.0904273,.51774371,.53388768,.73630995,.72735602,.76538056,.73452997,.87994951,.84901762,163467,185470,211654,262943,139576,157343,214919,263957
11600,Detroit,5327827,MI,2006,80.11013,81.003334,82.916382,83.481567,87.642967,88.010857,87.671638,87.911713,73.315865,74.299416,78.065048,78.723289,82.066612,82.647652,86.169571,86.480156,.70945287,.69681996,.92875373,.89545125,.67301267,.63435328,.87796676,.84510541,.55248415,.55963647,.7189725,.70861077,.83687377,.80381405,.741359,.70764792,169304,188646,215280,255536,146237,160513,217303,255366
11600,Detroit,5327827,MI,2007,79.872101,80.757935,82.318291,82.915398,85.786804,86.264763,87.298462,87.558479,72.461334,73.411285,80.276184,80.884445,82.545898,83.113159,83.776642,84.202751,.73002863,.72338367,.8698892,.84214938,.86178935,.81835908,.99577504,.95822352,.50181949,.51957744,.74259073,.72313201,.81547433,.78361976,.96890944,.93335694,174021,189957,218096,244857,149022,163466,218920,243419
11600,Detroit,5327827,MI,2008,79.717033,80.616592,83.339211,83.886902,86.986542,87.40258,88.685059,88.885056,73.933418,74.904564,79.283203,79.915924,82.941086,83.493927,85.388649,85.763351,.67811948,.66781044,.95861626,.92487317,.82468861,.78091359,.78697205,.75540608,.5249753,.5296858,.72089595,.7057693,.77055937,.73955244,.98778903,.94553369,181001,192213,219507,235076,155701,165762,218555,231591
11600,Detroit,5327827,MI,2009,79.155342,80.070572,85.551353,86.006042,86.466019,86.907013,87.509644,87.759964,73.035233,74.001839,78.624481,79.265343,81.03447,81.658646,85.590935,85.949806,.64197427,.63337559,.7451762,.71450561,.86119413,.8145687,1.0230799,.98265821,.49525422,.50655371,.72169751,.71310723,.83564365,.81345272,.85346961,.81537229,187299,195108,219780,234551,160951,167895,216207,230866
11600,Detroit,5327827,MI,2010,79.812965,80.702698,85.424896,85.876495,86.568604,87.003654,89.559135,89.720016,73.950356,74.87558,80.721703,81.304901,81.949661,82.543922,87.336739,87.610435,.64773959,.6386354,.77447599,.74296409,.88549507,.8401677,.68932366,.66314358,.49549052,.50519896,.69131058,.67340374,.81801867,.79375905,.70752329,.67230684,193338,195878,218645,223478,166568,171379,211960,218416
11600,Detroit,5327827,MI,2011,79.535957,80.406883,84.745232,85.211632,87.596077,87.969887,89.46254,89.625771,73.921516,74.833931,79.668892,80.267822,84.929863,85.393219,86.671143,86.987968,.6363833,.624856,.8121832,.78033501,.82087594,.7768743,.76329553,.73132342,.49963027,.50953317,.73810452,.72093439,.73976725,.70228934,.86708277,.82470983,199919,198321,217909,208343,175597,174963,206639,201107
11600,Detroit,5327827,MI,2012,79.551964,80.383499,84.127869,84.603394,85.780045,86.239471,89.585884,89.742432,73.493736,74.362595,80.084061,80.661041,84.35614,84.842148,87.586441,87.85376,.6432724,.63250244,.83740073,.80921978,.98819143,.94182831,.80273849,.77215964,.48448232,.50240183,.730497,.71304667,.74388707,.71009141,.75236481,.71355265,204382,195382,214655,208143,179932,171836,204746,201691
11600,Detroit,5327827,MI,2013,79.521698,80.345795,85.514694,85.918465,88.040115,88.36792,90.586807,90.695786,72.738831,73.588364,80.785202,81.334084,84.394844,84.878517,85.560669,85.933044,.61574394,.60903358,.75881177,.73007745,.73620915,.69788277,.57073694,.55190474,.44239718,.45542073,.67925066,.66058022,.81789762,.77982908,1.032323,.98730868,206738,191355,205636,212405,180482,169052,197563,206771
11600,Detroit,5327827,MI,2014,79.528717,80.303177,85.678596,86.054535,87.564339,87.907608,88.068604,88.272522,73.912445,74.760155,79.004173,79.585526,85.699432,86.115326,85.954475,86.301994,.64834118,.64589691,.83530384,.80617577,.76217198,.72642893,1.0921108,1.052096,.47459558,.48070306,.72654277,.71460742,.73987281,.69931567,.94302523,.90113562,195434,181568,198042,210457,169184,161590,190959,202832
12200,Grand Rapids,1286045,MI,2001,81.779282,82.193756,80.666191,81.016869,84.894043,85.19648,87.741432,87.977737,77.394035,77.804077,80.288719,80.544388,82.830368,83.126953,83.83802,84.142326,1.9884179,1.921775,2.1462457,2.0977709,1.9579508,1.8831668,2.4661157,2.3749435,1.4241589,1.3954997,1.562971,1.5287646,1.6317911,1.5826334,2.1703956,2.1140015,31897,44698,57387,47017,29596,45839,58143,45572
12200,Grand Rapids,1286045,MI,2002,82.554214,82.937416,83.244568,83.486099,83.645264,83.975471,90.788803,90.885895,74.341774,74.808601,80.302422,80.535759,81.527695,81.862762,81.705109,82.070435,1.8803451,1.8123786,1.8352093,1.775265,1.8449422,1.7783421,1.513262,1.4510052,1.3302898,1.3185257,1.4427197,1.4099171,1.7373108,1.6993684,2.4741011,2.4373691,33968,47249,59526,46113,31021,48407,60070,44702
12200,Grand Rapids,1286045,MI,2003,80.765945,81.201599,84.120644,84.347092,83.541306,83.902039,85.454422,85.758347,72.771133,73.254486,80.451286,80.701431,82.058685,82.391006,82.463913,82.81411,1.7887232,1.7324977,1.8710755,1.810753,2.1193891,2.052778,2.5729382,2.4855721,1.0854135,1.0891601,1.54395,1.5097353,1.8449869,1.7998664,2.4260466,2.3764553,35795,48842,60402,45454,32903,50269,60465,43774
12200,Grand Rapids,1286045,MI,2004,78.261414,78.776306,84.075211,84.29744,86.068909,86.334236,90.657082,90.745995,74.898376,75.362953,80.024254,80.276161,83.670448,83.942665,81.896652,82.266106,1.6264906,1.5882076,1.7719759,1.7153646,1.9074147,1.8338277,1.3406934,1.2882463,1.3242368,1.315467,1.384989,1.3534704,1.4508184,1.403843,2.4288275,2.3923976,36749,50325,60911,45967,33804,51314,60997,44338
12200,Grand Rapids,1286045,MI,2005,78.907959,79.417137,85.412689,85.6063,83.802292,84.166435,89.166962,89.32048,75.041367,75.508568,77.184906,77.492554,82.610634,82.94458,86.732513,86.942642,1.6847109,1.6440573,1.7680451,1.7097261,2.2246449,2.1503303,1.8883146,1.8143259,1.2265723,1.2175529,1.4152293,1.4082178,1.9295985,1.8831505,1.7739171,1.7109939,38050,50590,61399,46185,34801,51526,61411,44573
12200,Grand Rapids,1286045,MI,2006,80.419182,80.876846,84.626732,84.848,86.470558,86.720375,90.230469,90.355766,74.184906,74.65078,83.576103,83.73951,85.353165,85.581039,86.778366,86.984184,1.6618469,1.6080962,1.8956498,1.834559,1.8609143,1.7866019,2.1113794,2.0253663,1.1307805,1.1257743,1.3230959,1.2892792,1.4733697,1.4234338,1.8679286,1.8032075,39402,51568,62430,44869,36579,52582,61767,43370
12200,Grand Rapids,1286045,MI,2007,86.665802,86.882172,84.569145,84.791451,86.99572,87.240196,88.585373,88.764572,76.551285,76.994568,78.377411,78.665985,83.167931,83.470245,84.420593,84.721527,1.1358534,1.087938,1.875751,1.8144147,1.9076812,1.8287771,2.1590676,2.0746381,1.3216275,1.3021376,1.4417794,1.4213679,1.7528496,1.7020729,2.2969611,2.2265985,40393,52627,62678,43687,37651,53546,61935,42141
12200,Grand Rapids,1286045,MI,2008,81.840294,82.255043,86.061195,86.205048,89.872849,89.987717,90.841339,90.941048,75.958664,76.411873,81.230354,81.463181,85.280014,85.515816,86.498085,86.715752,1.6618302,1.6026201,1.4337991,1.3861874,1.1672719,1.1173006,1.8274554,1.7516383,1.2356414,1.2206388,1.4490038,1.4145756,1.5314161,1.4784566,1.8755325,1.8065904,41862,53431,62826,42650,39341,54194,61722,40861
12200,Grand Rapids,1286045,MI,2009,77.812248,78.354218,83.832756,84.082657,87.898605,88.103806,87.400909,87.6427,74.743614,75.215752,81.577866,81.796936,83.531822,83.849907,87.925056,88.118614,1.4829605,1.4608947,1.8701818,1.8087462,1.6826775,1.6120795,2.8129668,2.7177432,1.1107588,1.1040871,1.2799397,1.2475065,1.898873,1.8483295,2.110096,2.0325027,43759,54572,63563,42601,41354,55274,61853,40384
12200,Grand Rapids,1286045,MI,2010,80.893181,81.37561,86.409767,86.549385,90.898384,90.975861,87.714272,87.932503,76.958496,77.416901,82.633423,82.826035,84.857399,85.129417,86.268929,86.522659,1.6005238,1.5469122,1.2420149,1.1967802,.96969855,.92598587,2.3520863,2.2600245,1.2189064,1.1981624,1.1808336,1.1470945,1.7389523,1.6819183,2.1058254,2.0288553,44123,54489,62746,41544,41550,55296,60803,39415
12200,Grand Rapids,1286045,MI,2011,83.770027,84.137238,88.184967,88.293892,90.245537,90.357162,89.512131,89.672234,76.545235,77.021011,83.828354,84.017105,85.22612,85.492546,88.013458,88.198639,1.3946414,1.3312098,1.3011223,1.2544923,1.182876,1.1292813,2.155292,2.0652757,1.1764852,1.1564372,1.3017317,1.2632095,1.6300442,1.5696392,1.7480327,1.672948,45217,53933,61430,40816,42616,54628,59323,38405
12200,Grand Rapids,1286045,MI,2012,82.174149,82.623589,89.841515,89.876579,89.78878,89.919792,89.195709,89.366356,76.587868,77.069023,81.85775,82.111694,84.022202,84.335663,88.744736,88.918533,1.4941692,1.4341191,.83419526,.80431885,1.2379283,1.1807408,2.1949735,2.1040726,1.2217726,1.2033755,1.4997174,1.4585527,1.7725613,1.7190489,1.8673224,1.788645,43650,53137,62252,41689,41003,54095,60451,39454
12200,Grand Rapids,1286045,MI,2013,81.007507,81.514351,87.109581,87.250473,91.33268,91.399605,89.01815,89.188812,76.593964,77.060555,83.045036,83.247467,88.589211,88.720825,86.155731,86.438484,1.5747294,1.5169543,1.3192755,1.2695022,.84245765,.80352974,2.0830538,1.9942498,1.071565,1.0503557,1.3201829,1.2824847,1.0848979,1.0381957,2.4318044,2.3509712,43870,52541,61988,41836,41597,54096,60021,39449
12200,Grand Rapids,1286045,MI,2014,83.592346,83.969498,88.210625,88.31411,85.909363,86.233032,91.854904,91.9235,75.195549,75.686768,79.463531,79.763443,83.492195,83.834694,88.093605,88.266556,1.3450615,1.2804419,1.2004153,1.1538774,2.1613853,2.0743012,1.3253559,1.2673562,1.136991,1.1312518,1.5371315,1.5129672,1.9848516,1.9331746,1.5128287,1.4440349,42487,49864,60280,43914,40650,52549,58298,40161
12501,Dayton,1179009,OH,2001,79.302628,79.92379,86.083649,86.457558,84.996468,85.378578,82.541878,83.033005,74.631271,75.335594,78.811234,79.369453,83.66098,84.040665,81.396896,81.886421,1.5768037,1.541201,1.4961555,1.4284513,1.8919247,1.813167,2.4961543,2.4251111,1.2278135,1.2202859,1.3972974,1.3700691,1.6227305,1.5682014,2.3553464,2.3148396,38227,51545,50301,38528,34163,48250,51249,36969
12501,Dayton,1179009,OH,2002,81.528679,82.086342,83.616394,84.095917,85.713356,86.069016,84.542236,84.959679,73.225357,73.950264,80.965111,81.467636,82.808456,83.22538,88.48407,88.694695,1.3805971,1.3388008,1.6222901,1.5582899,1.7400956,1.6645622,2.6128454,2.5206614,1.0779827,1.0784678,1.3305001,1.2902049,1.8195385,1.7663343,1.7142087,1.633708,39273,53117,51220,36601,35069,50451,51816,35003
12501,Dayton,1179009,OH,2003,81.182076,81.739555,82.923225,83.43869,88.188416,88.417854,85.057968,85.458931,74.678658,75.376747,81.674576,82.144485,83.141647,83.538795,85.52552,85.865334,1.5160053,1.474088,1.7424083,1.6794423,1.2274653,1.1710137,2.7561936,2.6580346,1.1694709,1.161878,1.1662076,1.1273515,1.6128347,1.5590204,1.940286,1.8557339,40360,54124,51717,35455,36285,51855,51493,33715
12501,Dayton,1179009,OH,2004,80.366089,80.948425,87.593941,87.886665,87.395317,87.666801,88.620621,88.864113,72.910187,73.629738,81.268021,81.760635,83.31839,83.72364,84.741592,85.14772,1.4627607,1.424974,1.0939943,1.0393192,1.5914003,1.5157974,2.3904207,2.2846153,1.0378649,1.0432907,1.2336004,1.1962548,1.7093691,1.6523916,2.4817502,2.398154,40526,54085,52083,36237,36674,51757,51195,34721
12501,Dayton,1179009,OH,2005,81.390297,81.936546,79.566048,80.19062,84.652733,85.066826,83.772713,84.220848,73.747017,74.457359,79.177338,79.728745,86.881027,87.123207,82.88147,83.345192,1.5749927,1.5308613,1.7913866,1.7707618,2.2100737,2.1311877,2.8501663,2.771575,1.098093,1.0971769,1.2645972,1.2382646,1.1050977,1.0564864,2.4826472,2.4210317,41164,54012,51260,36978,37396,51659,50583,35217
12501,Dayton,1179009,OH,2006,80.973152,81.544044,84.986694,85.422668,84.292351,84.708344,86.071693,86.440849,74.1726,74.875259,78.1465,78.711021,86.106651,86.383911,87.07708,87.359367,1.5236636,1.481558,1.5934656,1.5210531,2.0394878,1.9648544,3.1756134,3.0683513,1.0823504,1.0789514,1.3522229,1.3419062,1.3014909,1.2482023,1.9047495,1.81844,41704,53316,51765,36630,37640,51598,50362,34972
12501,Dayton,1179009,OH,2007,78.482315,79.119072,86.536438,86.894279,88.227905,88.463631,89.244331,89.443336,76.762672,77.440849,81.121445,81.627235,85.120964,85.450974,83.932976,84.381561,1.5889332,1.560951,1.2870017,1.2231865,1.3596456,1.2969295,1.9152586,1.8235475,1.1075226,1.0872781,1.385633,1.3444798,1.4591233,1.40121,2.7592831,2.684943,42203,53232,51700,35611,38593,51218,50453,33722
12501,Dayton,1179009,OH,2008,82.425201,82.970818,86.674652,87.014854,86.593811,86.937569,89.007355,89.23674,74.091156,74.789696,81.885391,82.36232,84.349304,84.719109,88.957817,89.144814,1.3084145,1.2635168,1.0777955,1.0242602,2.1018269,2.0109391,2.3784101,2.2727065,1.0358626,1.034657,1.2294165,1.1861653,1.5896418,1.530066,1.3422701,1.2707909,42826,53033,51427,35339,39312,50752,50177,33135
12501,Dayton,1179009,OH,2009,80.290649,80.895569,86.193611,86.582161,87.436035,87.710037,89.410553,89.608566,73.167198,73.898872,81.010567,81.530258,85.539543,85.853165,86.32708,86.688576,1.3904397,1.3541921,1.4931903,1.4184725,1.4346865,1.3663704,2.0234005,1.9278449,.92828012,.93596488,1.2324793,1.1950887,1.2680931,1.2169871,2.3802059,2.2801759,43841,53880,51822,34942,40206,51876,50054,32607
12501,Dayton,1179009,OH,2010,79.688248,80.314545,88.183083,88.454659,85.601624,85.971199,89.993805,90.152168,75.747101,76.451294,81.669746,82.17057,83.116768,83.545723,88.378906,88.610649,1.360743,1.3292863,.99012429,.93741679,1.8510343,1.7713779,1.6392406,1.5602143,1.1463646,1.1325487,1.2271636,1.1881707,1.7564453,1.704911,1.6781977,1.5898025,43932,52726,51119,34351,40274,50902,49278,31695
